SIREN,Nom ou raison sociale de l'entreprise,Famille juridique de l'entreprise,Code postal,Libellé de la commune de l'établissement,Code du département de l'établissement,Département de l'établissement,Région de l'établissement
403792864,SUD 35,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
910721836,DISPOSITIF D'APPUI A LA COORDINATION EN TERRITOIRE D'ILLE-ET-VILAINE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
834650699,CIRK ET OH!,Associations,35850,ROMILLE,35,ILLE ET VILAINE,BRETAGNE
921308672,MOOOD,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
822961165,CHGR : ANIM ET VOUS !!!!!!,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
794571158,SHOLEM - MUSIQUES ET LANGUES JUIVES EN BRETAGNE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
802577627,KEPLER PRODUCTIONS,Associations,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
829825165,PIANO DE BASTINGUE,Associations,35890,LAILLE,35,ILLE ET VILAINE,BRETAGNE
794571174,GROUPEMENT D'EMPLOYEURS HANDBALL BRETAGNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
403795750,ASS OVIN QUALITE BRETAGNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
888429289,TY SOUK,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
908159288,BUREAU DES ELEVES UNILASALLE-RENNES,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
851726588,ASTROLABE CAE,,35000,RENNES,,,
852608330,COOPERATIVE FUNERAIRE DE RENNES,,35700,RENNES,,,
881598437,L'ETABLI DES MOTS,,35200,RENNES,,,
539714790,ASSOCIATION MINH LONG TAY SON,Associations,35740,PACE,35,ILLE ET VILAINE,BRETAGNE
819837642,DK'LE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
901642538,NOEGO,Associations,35250,CHEVAIGNE,35,ILLE ET VILAINE,BRETAGNE
487705501,LE CAFE DE LA LUNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
889037917,ARGYLL,,35000,RENNES,,,
300848694,INSTITUT THERAPEUTIQUE EDUCATIF ET PEDAGOGIQUE DU BAS LANDRY,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
794585612,LES SOUFFLEURS DE VERS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
819838327,ASSOCIATION CULTURELLE ET SOCIALE ADVENTISTE DE RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
509307161,PEDIBUS DE BRECE,Associations,35530,BRECE,35,ILLE ET VILAINE,BRETAGNE
539715441,ASSOCIATION O'DANC' EIRE,Associations,35250,CHEVAIGNE,35,ILLE ET VILAINE,BRETAGNE
300849197,ADMR ST GREGOIRE ET ENVIRONS,Associations,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
789108156,OPTIMUM A TOUT AGE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
889640025,ADN SANTE RENNES,Associations,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
794590471,PANORAMIK,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
408567055,FOOTBAL CLUB DE BRUZ,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
539717173,FEST NOZ DE L AGRO,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
802597302,LA LIETT : COLLECTAGE ETHNOBIOGRAPHIQUE EN PAYS GALLO,Associations,35150,CORPS-NUDS,35,ILLE ET VILAINE,BRETAGNE
528078322,CORIECARACOL,Associations,35850,GEVEZE,35,ILLE ET VILAINE,BRETAGNE
909503369,SANTE SAINT JACQUES,Associations,35136,SAINT-JACQUES-DE-LA-LANDE,35,ILLE ET VILAINE,BRETAGNE
798046470,GREY AREA,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
912047271,TERRES DE SOURCES,,35000,RENNES,,,
908202849,UBUNTU FESTIVAL,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
528079759,MEN HA HOUARN,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
310775416,UROGEC BRETAGNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
881080899,LA MAIN DANS LA MAIN,Associations,35250,SAINT-SULPICE-LA-FORET,35,ILLE ET VILAINE,BRETAGNE
513497420,COMPAGNIE FELICITA,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
447965138,VELOCE CLUB RENNAIS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
499901189,MELTING NOTES ORCHESTRA,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
901661942,ASSOCIATION CENTRE DE SANTE COURROUZE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
350724431,ACTIF FORMATION,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
828927616,ROAZHON FASHION & EVENT (RF.E),Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
828928754,CENTRE PENIEL MONDIAL,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
398386375,ASSOCIATION P'TIBOU,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
793002916,TUNISIE UNIVERSELLE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
798049755,ASSOCIATION GEOPOLITIQUE DE RENNES 2 AES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
420915936,FOOTBALL CLUB GROS CHENE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
479393035,CLUB VOLLEY BAL SERVON SUR VILAINE,Associations,35530,BRECE,35,ILLE ET VILAINE,BRETAGNE
507386019,U.N.C LA CHAPELLE DES FOUGERETZ,Associations,35520,LA CHAPELLE-DES-FOUGERETZ,35,ILLE ET VILAINE,BRETAGNE
