Identifiant_de_l_etablissement,Type_etablissement,Statut_public_prive,Type_contrat_prive,Nom_etablissement,Adresse_1,Adresse_2,Adresse_3,Code_postal,Code_commune,Nom_commune,Code_departement,Libelle_departement,Code_academie,Libelle_academie,Code_region,Libelle_region,Ecole_maternelle,Ecole_elementaire,Voie_generale,Voie_technologique,Voie_professionnelle,Telephone,Fax,Web,Mail,Restauration,Hebergement,ULIS,Lycee_des_metiers,Apprentissage,Segpa,Post_BAC,Section_arts,Section_cinema,Section_theatre,Section_sport,Section_internationale,Section_europeenne,Lycee_Agricole,Lycee_militaire,Nombre_d_eleves,GRETA,SIREN_SIRET,Fiche_onisep,Appartenance_Education_Prioritaire,coordX_origine,coordY_origine,epsg_origine,nom_circonscription,latitude,longitude,position,precision_localisation,date_ouverture,date_maj_ligne,etat,ministere_tutelle,multi_uai,rpi_concentre,rpi_disperse,code_nature,libelle_nature
0351813F,Ecole,Public,SANS OBJET,Ecole élémentaire publique Champ L'Evêque,53 rue du Guesclin ,,35170 BRUZ,35170,35047,Bruz,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299526524,,,ecole.0351813F@ac-rennes.fr,1,0,0,,,,,,,,,,,,,262,,21350047300060,,,346997.8,6779697.4,EPSG:2154,Circonscription d'inspection du 1er degré de Chartres-de-Bretagne,48.02231548614737,-1.7380646529573427,"48.02231548614737,-1.7380646529573427",Numéro de rue,1973-06-06,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351817K,Ecole,Public,SANS OBJET,Ecole maternelle publique de Chavagne,9 rue de la Croix Verte ,,35310 CHAVAGNE,35310,35076,Chavagne,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299642631,,,ecole.0351817K@ac-rennes.fr,1,0,0,,,,,,,,,,,,,108,,21350076200033,,,343274.7,6783457.0,EPSG:2154,Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande,48.054065780513625,-1.7909729786894397,"48.054065780513625,-1.7909729786894397",Numéro de rue,1973-06-06,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0351822R,Ecole,Public,SANS OBJET,Ecole maternelle publique de L'Hermitage,20 rue Théodore Botrel ,,35590 L HERMITAGE,35590,35131,L'Hermitage,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299641740,,,ecole.0351822R@ac-rennes.fr,1,0,0,,,,,,,,,,,,,136,,21350131500021,,,342016.0,6791648.4,EPSG:2154,Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande,48.12695196456291,-1.8145356486849487,"48.12695196456291,-1.8145356486849487",Numéro de rue,1973-06-06,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0351823S,Ecole,Public,SANS OBJET,Ecole élémentaire publique Eugène Allanic,20 rue Théodore Botrel ,,35590 L HERMITAGE,35590,35131,L'Hermitage,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299641343,,,ecole.0351823S@ac-rennes.fr,1,0,0,,,,,,,,,,,,,192,,21350131500039,,,341993.3,6791684.7,EPSG:2154,Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande,48.127265550988405,-1.814869917304,"48.127265550988405,-1.814869917304",Numéro de rue,1973-06-06,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351862J,Ecole,Public,SANS OBJET,Ecole élémentaire publique les Grains d'Orge,10 ter rue DE RENNES ,,35230 ORGERES,35230,35208,Orgères,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299576275,,,ecole.0351862J@ac-rennes.fr,1,0,0,,,,,,,,,,,,,225,,21350208100028,,,352063.5,6776604.7,EPSG:2154,Circonscription d'inspection du 1er degré de Chartres-de-Bretagne,47.99724694464345,-1.6677803462201235,"47.99724694464345,-1.6677803462201235",Numéro de rue,1974-05-21,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351900A,Ecole,Public,SANS OBJET,Ecole maternelle publique Jacques Prévert,1 rue des Ecoles ,,35590 ST GILLES,35590,35275,Saint-Gilles,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299646465,,,ecole.0351900A@ac-rennes.fr,1,0,0,,,,,,,,,,,,,184,,21350275000028,,,341203.4,6794520.5,EPSG:2154,Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande,48.15230162007443,-1.827795881583917,"48.15230162007443,-1.827795881583917",Numéro de rue,1975-05-14,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0351927E,Ecole,Public,SANS OBJET,Ecole maternelle publique les Prés Verts,Rue de Lusk ,,35235 THORIGNE FOUILLARD,35235,35334,Thorigné-Fouillard,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299620794,,,ecole.0351927E@ac-rennes.fr,1,0,0,,,,,,,,,,,,,224,,21350334500034,,,359438.5,6793649.9,EPSG:2154,Circonscription d'inspection du 1er degré de Cesson-Sévigné,48.1542529629108,-1.5823192957953844,"48.1542529629108,-1.5823192957953844",Numéro de rue,1976-06-09,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0351983R,Ecole,Public,SANS OBJET,Ecole maternelle publique Henri Matisse,4 rue du Pâtis ,,35890 LAILLE,35890,35139,Laillé,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299425349,,,ecole.0351983R@ac-rennes.fr,1,0,0,,,,,,,,,,,,,165,,21350139800050,,,348423.2,6774844.0,EPSG:2154,Circonscription d'inspection du 1er degré de Chartres-de-Bretagne,47.97948483452795,-1.7150929486632853,"47.97948483452795,-1.7150929486632853",Numéro de rue,1977-05-23,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0352037Z,Ecole,Public,SANS OBJET,Ecole maternelle publique le Gretay,6 avenue du Gretay ,,35310 MORDELLES,35310,35196,Mordelles,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299604917,,,ecole.0352037Z@ac-rennes.fr,1,0,0,,,,,,,,,,,,,84,,21350196800043,,,339904.6,6786095.2,EPSG:2154,Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande,48.07591413911342,-1.8382905649359296,"48.07591413911342,-1.8382905649359296",Numéro de rue,1979-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0352038A,Ecole,Public,SANS OBJET,Ecole élémentaire publique le Gretay,6 avenue du Gretay ,,35310 MORDELLES,35310,35196,Mordelles,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299604950,,,ecole.0352038A@ac-rennes.fr,1,0,0,,,,,,,,,,,,,144,,21350196800050,,,339882.5,6786138.3,EPSG:2154,Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande,48.076289075529296,-1.8386222020400567,"48.076289075529296,-1.8386222020400567",Numéro de rue,1979-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352158F,Ecole,Public,SANS OBJET,Ecole élémentaire publique Jean Rostand,64 rue Doyens A. et P. Bouzat ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299636428,,,ecole.0352158F@ac-rennes.fr,1,0,0,,,,,,,,,,,,,192,,21350238801322,,,355350.6,6791062.8,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.1288674387545,-1.6351561656200884,"48.1288674387545,-1.6351561656200884",Numéro de rue,1985-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352241W,Ecole,Public,SANS OBJET,école primaire publique Jacques Prévert,2 rue Emile Despres ,,35170 BRUZ,35170,35047,Bruz,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299529089,,,ecole.0352241W@ac-rennes.fr,1,0,0,,,,,,,,,,,,,376,,21350047300052,,,346313.3,6780189.0,EPSG:2154,Circonscription d'inspection du 1er degré de Chartres-de-Bretagne,48.0263616383204,-1.7476262918975412,"48.0263616383204,-1.7476262918975412",Numéro de rue,1988-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352272E,Ecole,Public,SANS OBJET,Ecole maternelle publique Jean Rostand,60 rue Doyens A. et P. Bouzat ,,35700 RENNES,35700,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299360785,,,ecole.0352272E@ac-rennes.fr,1,0,0,,,,,,,,,,,,,141,,21350238801454,,,355263.3,6791000.2,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.12825902040988,-1.6362781831481894,"48.12825902040988,-1.6362781831481894",Numéro de rue,1991-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0352324L,Ecole,Public,SANS OBJET,Ecole élémentaire publique le Clos Joury,1 avenue du Clos Joury ,,35650 LE RHEU,35650,35240,Le Rheu,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299607119,,,ecole.0352324L@ac-rennes.fr,1,0,0,,,,,,,,,,,,,241,,21350240400063,,,342921.4,6788709.4,EPSG:2154,Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande,48.10105023763981,-1.7999891317133054,"48.10105023763981,-1.7999891317133054",Numéro de rue,1992-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352329S,Ecole,Public,SANS OBJET,Ecole élémentaire publique la Gabillais,5 bis place de la Gabillais ,,35650 LE RHEU,35650,35240,Le Rheu,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299607179,,,ecole.0352329S@ac-rennes.fr,1,0,0,,,,,,,,,,,,,178,,21350240400030,,,343784.6,6788510.8,EPSG:2154,Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande,48.09973773095663,-1.7882524331820602,"48.09973773095663,-1.7882524331820602",Numéro de rue,1992-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352390H,Ecole,Public,SANS OBJET,Ecole primaire publique Roger Beaulieu,1 rue DE LA CHESNAIE ,,35590 LA CHAPELLE THOUARAULT,35590,35065,La Chapelle-Thouarault,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299076302,,,ecole.0352390H@ac-rennes.fr,1,0,0,,,,,,,,,,,,,191,,21350065500047,,,338090.3,6791503.6,EPSG:2154,Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande,48.123487203602686,-1.8670796972731483,"48.123487203602686,-1.8670796972731483",Numéro de rue,1994-06-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352407B,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Ste Anne,1 rue DU CALVAIRE ,,35310 CHAVAGNE,35310,35076,Chavagne,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299642598,,,ec.0352407B@ac-rennes.fr,1,0,0,,,,,,,,,,,,,149,,77766749400044,,,343239.8,6783133.5,EPSG:2154,Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande,48.05114098029437,-1.791177249944546,"48.05114098029437,-1.791177249944546",Numéro de rue,1994-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352485L,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée l'Immaculée,65 bis avenue Général de Gaulle ,BP 22,35310 MORDELLES,35310,35196,Mordelles,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299851304,,,ec.0352485L@ac-rennes.fr,1,0,0,,,,,,,,,,,,,390,,77771000500052,,,338861.1,6786022.5,EPSG:2154,Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande,48.074685337201025,-1.852216005190805,"48.074685337201025,-1.852216005190805",Numéro de rue,1996-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352487N,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Ste Marie,2 rue Jean Chatel ,,35650 LE RHEU,35650,35240,Le Rheu,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299607524,,,ec.0352487N@ac-rennes.fr,1,0,0,,,,,,,,,,,,,230,,77775205600021,,,343397.8,6788553.1,EPSG:2154,Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande,48.09990661869979,-1.79347352160054,"48.09990661869979,-1.79347352160054",Numéro de rue,1996-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352667J,Ecole,Public,SANS OBJET,Ecole élémentaire publique Ille,24 boulevard de Verdun ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299543491,,,ecole.0352667J@ac-rennes.fr,1,0,0,,,,,,,,,,,,,285,,21350238800944,,,351017.0,6789628.6,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Ouest,48.11368263916936,-1.6921572234073192,"48.11368263916936,-1.6921572234073192",Numéro de rue,2003-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352673R,Ecole,Public,SANS OBJET,Ecole maternelle publique le Vert Buisson,Mail de l'Ile aux Moines ,,35170 BRUZ,35170,35047,Bruz,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299525655,,,ecole.0352673R@ac-rennes.fr,1,0,0,,,,,,,,,,,,,149,,21350047300193,,,345698.9,6780634.0,EPSG:2154,Circonscription d'inspection du 1er degré de Chartres-de-Bretagne,48.03002639150059,-1.756212986980393,"48.03002639150059,-1.756212986980393",Numéro de rue,2003-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0352674S,Ecole,Public,SANS OBJET,Ecole élémentaire publique le Vert Buisson,Mail de l'Ile aux Moines ,,35170 BRUZ,35170,35047,Bruz,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299525283,,,ecole.0352674S@ac-rennes.fr,1,0,0,,,,,,,,,,,,,218,,21350047300185,,,345697.5,6780653.7,EPSG:2154,Circonscription d'inspection du 1er degré de Chartres-de-Bretagne,48.03020259061885,-1.7562476455724934,"48.03020259061885,-1.7562476455724934",Numéro de rue,2003-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352749Y,Ecole,Public,SANS OBJET,Ecole maternelle publique le Clos Joury,5 avenue du Clos Joury ,,35650 LE RHEU,35650,35240,Le Rheu,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299609168,,,ecole.0352749Y@ac-rennes.fr,1,0,0,,,,,,,,,,,,,120,,21350240400147,,,342829.7,6788640.2,EPSG:2154,Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande,48.10037855488675,-1.8011622729996672,"48.10037855488675,-1.8011622729996672",Numéro de rue,2007-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0352891C,Ecole,Privé,HORS CONTRAT,ECOLE PRIMAIRE PRIVEE MONTESSO'RENNES,263 avenue du Général Leclerc L'Evenière,,35700 RENNES,35700,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0664326786,,,ec.0352891C@ac-rennes.fr,0,0,0,,,,,,,,,,,,,38,,,,,354529.0,6789991.8,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.118812601462594,-1.645333940807027,"48.118812601462594,-1.645333940807027",Numéro de rue,2016-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0350103X,Ecole,Public,SANS OBJET,Ecole élémentaire publique le Chevré,2 rue du Stade ,,35690 ACIGNE,35690,35001,Acigné,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299622426,,,ecole.0350103X@ac-rennes.fr,1,0,0,,,,,,,,,,,,,337,,21350001000037,,,362559.1,6791310.1,EPSG:2154,Circonscription d'inspection du 1er degré de Cesson-Sévigné,48.13485479830268,-1.5386163536596837,"48.13485479830268,-1.5386163536596837",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351504V,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Adoration,65 rue d'Antrain ,,35700 RENNES,35700,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0223200010,,,ec.0351504V@ac-rennes.fr,1,0,0,,,,,,,,,,,,,190,,77774551400037,,,352327.6,6790263.6,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.12008569579164,-1.6750820240992879,"48.12008569579164,-1.6750820240992879",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352335Y,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Ste Bernadette,3 rue Victor Rault ,,35200 RENNES,35200,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299651528,,,ec.0352335Y@ac-rennes.fr,1,0,0,,,,,,,,,,,,,315,,77774574600027,,,351014.0,6787314.2,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.09289163879342,-1.6903512575536528,"48.09289163879342,-1.6903512575536528",Numéro de rue,1992-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351182V,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole élémentaire privée Notre Dame,29 rue de la Libération ,,35190 BECHEREL,35190,35022,Bécherel,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299667792,,,ec.0351182V@ac-rennes.fr,1,0,0,,,,,,,,,,,,,52,,77765493000026,,,333623.6,6811130.6,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Grégoire,48.297252203934534,-1.9434972458396176,"48.297252203934534,-1.9434972458396176",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,035013,151,ECOLE DE NIVEAU ELEMENTAIRE
0351421E,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Frédéric Ozanam,1 allée de Marmoutiers ,,35133 ST SAUVEUR DES LANDES,35133,35310,Saint-Sauveur-des-Landes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299988049,,,ec.0351421E@ac-rennes.fr,1,0,0,,,,,,,,,,,,,146,,77777951300020,,,380589.7,6813871.7,EPSG:2154,Circonscription d'inspection du 1er degré de Fougères,48.346626163126565,-1.3131558206051388,"48.346626163126565,-1.3131558206051388",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,035037,151,ECOLE DE NIVEAU ELEMENTAIRE
0351699G,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée St Joseph,10 RUE DU PARC ,,35135 CHANTEPIE,35135,35055,Chantepie,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299415193,,,ec.0351699G@ac-rennes.fr,1,0,0,,,,,,,,,,,,,340,,77766303000032,,,356545.8,6786431.7,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.087895698415146,-1.615482311366467,"48.087895698415146,-1.615482311366467",Numéro de rue,1972-05-03,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352360A,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Raoul Follereau,2 rue du Trieux ,,35830 BETTON,35830,35024,Betton,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299558257,,,ec.0352360A@ac-rennes.fr,1,0,0,,,,,,,,,,,,,367,,30226298500039,,,354435.0,6797184.0,EPSG:2154,Circonscription d'inspection du 1er degré de Liffre,48.18336768184697,-1.6522862731719092,"48.18336768184697,-1.6522862731719092",Numéro de rue,1993-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352362C,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Notre Dame,45 bis rue des Lauriers ,,35510 CESSON SEVIGNE,35510,35051,Cesson-Sévigné,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299831762,,,ec.0352362C@ac-rennes.fr,1,0,0,,,,,,,,,,,,,402,,77766231300033,,,356710.9,6790095.0,EPSG:2154,Circonscription d'inspection du 1er degré de Cesson-Sévigné,48.12089039077373,-1.616143326610835,"48.12089039077373,-1.616143326610835",Numéro de rue,1993-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0350596H,Ecole,Public,SANS OBJET,Ecole élémentaire publique Oscar Leroux,3 boulevard Gaëtan Hervé ,,35200 RENNES,35200,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299519716,,,ecole.0350596H@ac-rennes.fr,1,0,0,,,,,,,,,,,,,216,,21350238800548,,,352452.9,6787054.6,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.091326774848994,-1.6708515572943923,"48.091326774848994,-1.6708515572943923",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0350644K,Ecole,Public,SANS OBJET,Ecole maternelle publique Oscar Leroux,3 boulevard Gaëtan Hervé ,,35200 RENNES,35200,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299323928,,,ecole.0350644K@ac-rennes.fr,1,0,0,,,,,,,,,,,,,136,,21350238800290,,,352474.4,6787046.4,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.09126455279069,-1.6705567711676688,"48.09126455279069,-1.6705567711676688",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0350656Y,Ecole,Public,SANS OBJET,Ecole maternelle publique Duchesse Anne,30 rue de Paris ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0257213038,,,ecole.0350656Y@ac-rennes.fr,1,0,0,,,,,,,,,,,,,96,,21350238800696,,,352827.5,6789361.7,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.112250172931056,-1.6676595686793332,"48.112250172931056,-1.6676595686793332",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0351253X,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Ste Thérèse,4 rue de la Vieille Cour ,,35250 CHEVAIGNE,35250,35079,Chevaigné,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299558406,,,ec.0351253X@ac-rennes.fr,1,0,0,,,,,,,,,,,,,89,,77766808800019,,,356275.1,6800392.0,EPSG:2154,Circonscription d'inspection du 1er degré de Liffre,48.213155800925904,-1.6300997160371467,"48.213155800925904,-1.6300997160371467",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352136G,Ecole,Public,SANS OBJET,Ecole élémentaire publique Clôteaux,56 avenue de Bréquigny ,,35200 RENNES,35200,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0257213031,,,ecole.0352136G@ac-rennes.fr,1,0,0,,,,,,,,,,,,,134,,21350238802296,,REP,350792.6,6786363.2,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.084230776643786,-1.6925611857615588,"48.084230776643786,-1.6925611857615588",Numéro de rue,1983-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352209L,Ecole,Public,SANS OBJET,Ecole primaire publique Trégain,13 rue de Tregain ,,35700 RENNES,35700,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0257213089,,,ecole.0352209L@ac-rennes.fr,1,0,0,,,,,,,,,,,,,470,,21350238801447,,REP,353395.0,6790860.1,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.1260113539659,-1.6612352148762117,"48.1260113539659,-1.6612352148762117",Numéro de rue,2009-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0350612A,Ecole,Public,SANS OBJET,Ecole élémentaire publique Jean Zay,3 E place Saint Melaine ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0257213056,,,ecole.0350612A@ac-rennes.fr,1,0,0,,,,,,,,,,,,,226,,21350238801389,,,352446.9,6789699.4,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.11508118664751,-1.6730331051936247,"48.11508118664751,-1.6730331051936247",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0350627S,Ecole,Public,SANS OBJET,Ecole élémentaire publique Duchesse Anne,3 boulevard de la Duchesse Anne ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0257213037,,,ecole.0350627S@ac-rennes.fr,1,0,1,,,,,,,,,,,,,183,,21350238800175,,,352937.8,6789418.9,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.11282261316057,-1.6662254525117324,"48.11282261316057,-1.6662254525117324",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
